location,date,epiweek,epiyear,population,pop_served,count,weekly_rate
New York,2023-09-09,36,2023,19657190,1769147.0999999999,4,0.2
Oregon,2023-09-09,36,2023,4238665,1822625.95,2,0.1
Tennessee,2023-09-09,36,2023,7030607,1827957.82,9,0.5
Utah,2023-09-09,36,2023,3376238,1215445.68,1,0.1
California,2023-09-16,37,2023,38886551,3499789.59,10,0.3
Colorado,2023-09-16,37,2023,5803748,2843836.52,3,0.1
Connecticut,2023-09-16,37,2023,3621089,869061.36,1,0.1
Georgia,2023-09-16,37,2023,10855454,4233627.0600000005,68,1.6
Maryland,2023-09-16,37,2023,6133130,2821239.8000000003,8,0.3
Michigan,2023-09-16,37,2023,10032075,1304169.75,0,0
Minnesota,2023-09-16,37,2023,5716548,3144101.4000000004,3,0.1
New Mexico,2023-09-16,37,2023,2100079,672025.28,0,0
New York,2023-09-16,37,2023,19657190,1769147.0999999999,2,0.1
Oregon,2023-09-16,37,2023,4238665,1822625.95,2,0.1
Tennessee,2023-09-16,37,2023,7030607,1827957.82,4,0.2
Utah,2023-09-16,37,2023,3376238,1215445.68,1,0.1
California,2023-09-23,38,2023,38886551,3499789.59,7,0.2
Colorado,2023-09-23,38,2023,5803748,2843836.52,3,0.1
Connecticut,2023-09-23,38,2023,3621089,869061.36,3,0.4
Georgia,2023-09-23,38,2023,10855454,4233627.0600000005,97,2.3
Maryland,2023-09-23,38,2023,6133130,2821239.8000000003,3,0.1
Michigan,2023-09-23,38,2023,10032075,1304169.75,1,0.1
Minnesota,2023-09-23,38,2023,5716548,3144101.4000000004,3,0.1
New Mexico,2023-09-23,38,2023,2100079,672025.28,2,0.3
New York,2023-09-23,38,2023,19657190,1769147.0999999999,2,0.1
Oregon,2023-09-23,38,2023,4238665,1822625.95,4,0.2
Tennessee,2023-09-23,38,2023,7030607,1827957.82,15,0.8
Utah,2023-09-23,38,2023,3376238,1215445.68,0,0
California,2023-09-30,39,2023,38886551,3499789.59,14,0.4
Colorado,2023-09-30,39,2023,5803748,2843836.52,6,0.2
Connecticut,2023-09-30,39,2023,3621089,869061.36,3,0.4
Georgia,2023-09-30,39,2023,10855454,4233627.0600000005,114,2.7
Maryland,2023-09-30,39,2023,6133130,2821239.8000000003,8,0.3
Michigan,2023-09-30,39,2023,10032075,1304169.75,0,0
Minnesota,2023-09-30,39,2023,5716548,3144101.4000000004,3,0.1
New Mexico,2023-09-30,39,2023,2100079,672025.28,0,0
New York,2023-09-30,39,2023,19657190,1769147.0999999999,4,0.2
Oregon,2023-09-30,39,2023,4238665,1822625.95,0,0
Tennessee,2023-09-30,39,2023,7030607,1827957.82,11,0.6
Utah,2023-09-30,39,2023,3376238,1215445.68,1,0.1
California,2023-10-07,40,2023,38886551,3499789.59,17,0.5
Colorado,2023-10-07,40,2023,5803748,2843836.52,11,0.4
Connecticut,2023-10-07,40,2023,3621089,869061.36,6,0.7
Georgia,2023-10-07,40,2023,10855454,4233627.0600000005,102,2.4
Maryland,2023-10-07,40,2023,6133130,2821239.8000000003,23,0.8
Michigan,2023-10-07,40,2023,10032075,1304169.75,1,0.1
Minnesota,2023-10-07,40,2023,5716548,3144101.4000000004,9,0.3
New Mexico,2023-10-07,40,2023,2100079,672025.28,1,0.1
New York,2023-10-07,40,2023,19657190,1769147.0999999999,4,0.2
Oregon,2023-10-07,40,2023,4238665,1822625.95,5,0.3
Tennessee,2023-10-07,40,2023,7030607,1827957.82,22,1.2
Utah,2023-10-07,40,2023,3376238,1215445.68,1,0.1
California,2023-10-14,41,2023,38886551,3499789.59,28,0.8
Colorado,2023-10-14,41,2023,5803748,2843836.52,17,0.6
Connecticut,2023-10-14,41,2023,3621089,869061.36,15,1.7
Georgia,2023-10-14,41,2023,10855454,4233627.0600000005,119,2.8
Maryland,2023-10-14,41,2023,6133130,2821239.8000000003,25,0.9
Michigan,2023-10-14,41,2023,10032075,1304169.75,3,0.2
Minnesota,2023-10-14,41,2023,5716548,3144101.4000000004,16,0.5
New Mexico,2023-10-14,41,2023,2100079,672025.28,0,0
New York,2023-10-14,41,2023,19657190,1769147.0999999999,11,0.6
Oregon,2023-10-14,41,2023,4238665,1822625.95,5,0.3
Tennessee,2023-10-14,41,2023,7030607,1827957.82,33,1.8
Utah,2023-10-14,41,2023,3376238,1215445.68,1,0.1
California,2023-10-21,42,2023,38886551,3499789.59,35,1
Colorado,2023-10-21,42,2023,5803748,2843836.52,20,0.7
Connecticut,2023-10-21,42,2023,3621089,869061.36,11,1.3
Georgia,2023-10-21,42,2023,10855454,4233627.0600000005,119,2.8
Maryland,2023-10-21,42,2023,6133130,2821239.8000000003,42,1.5
Michigan,2023-10-21,42,2023,10032075,1304169.75,9,0.7
Minnesota,2023-10-21,42,2023,5716548,3144101.4000000004,16,0.5
New Mexico,2023-10-21,42,2023,2100079,672025.28,7,1
New York,2023-10-21,42,2023,19657190,1769147.0999999999,9,0.5
Oregon,2023-10-21,42,2023,4238665,1822625.95,2,0.1
Tennessee,2023-10-21,42,2023,7030607,1827957.82,44,2.4
Utah,2023-10-21,42,2023,3376238,1215445.68,0,0
California,2023-10-28,43,2023,38886551,3499789.59,24,0.7
Colorado,2023-10-28,43,2023,5803748,2843836.52,20,0.7
Connecticut,2023-10-28,43,2023,3621089,869061.36,19,2.2
Georgia,2023-10-28,43,2023,10855454,4233627.0600000005,123,2.9
Maryland,2023-10-28,43,2023,6133130,2821239.8000000003,51,1.8
Michigan,2023-10-28,43,2023,10032075,1304169.75,5,0.4
Minnesota,2023-10-28,43,2023,5716548,3144101.4000000004,28,0.9
New Mexico,2023-10-28,43,2023,2100079,672025.28,6,0.9
New York,2023-10-28,43,2023,19657190,1769147.0999999999,14,0.8
Oregon,2023-10-28,43,2023,4238665,1822625.95,4,0.2
Tennessee,2023-10-28,43,2023,7030607,1827957.82,35,1.9
Utah,2023-10-28,43,2023,3376238,1215445.68,4,0.3
California,2023-11-04,44,2023,38886551,3499789.59,49,1.4
Colorado,2023-11-04,44,2023,5803748,2843836.52,28,1
Connecticut,2023-11-04,44,2023,3621089,869061.36,25,2.9
Georgia,2023-11-04,44,2023,10855454,4233627.0600000005,119,2.8
Maryland,2023-11-04,44,2023,6133130,2821239.8000000003,73,2.6
Michigan,2023-11-04,44,2023,10032075,1304169.75,9,0.7
Minnesota,2023-11-04,44,2023,5716548,3144101.4000000004,25,0.8
New Mexico,2023-11-04,44,2023,2100079,672025.28,7,1
New York,2023-11-04,44,2023,19657190,1769147.0999999999,18,1
Oregon,2023-11-04,44,2023,4238665,1822625.95,15,0.8
Tennessee,2023-11-04,44,2023,7030607,1827957.82,26,1.4
Utah,2023-11-04,44,2023,3376238,1215445.68,5,0.4
California,2023-11-11,45,2023,38886551,3499789.59,66,1.9
Colorado,2023-11-11,45,2023,5803748,2843836.52,60,2.1
Connecticut,2023-11-11,45,2023,3621089,869061.36,27,3.1
Georgia,2023-11-11,45,2023,10855454,4233627.0600000005,119,2.8
Maryland,2023-11-11,45,2023,6133130,2821239.8000000003,90,3.2
Michigan,2023-11-11,45,2023,10032075,1304169.75,20,1.5
Minnesota,2023-11-11,45,2023,5716548,3144101.4000000004,53,1.7
New Mexico,2023-11-11,45,2023,2100079,672025.28,19,2.8
New York,2023-11-11,45,2023,19657190,1769147.0999999999,35,2
Oregon,2023-11-11,45,2023,4238665,1822625.95,13,0.7
Tennessee,2023-11-11,45,2023,7030607,1827957.82,46,2.5
Utah,2023-11-11,45,2023,3376238,1215445.68,10,0.8
California,2023-11-18,46,2023,38886551,3499789.59,91,2.6
Colorado,2023-11-18,46,2023,5803748,2843836.52,57,2
Connecticut,2023-11-18,46,2023,3621089,869061.36,37,4.2
Georgia,2023-11-18,46,2023,10855454,4233627.0600000005,110,2.6
Maryland,2023-11-18,46,2023,6133130,2821239.8000000003,107,3.8
Michigan,2023-11-18,46,2023,10032075,1304169.75,29,2.2
Minnesota,2023-11-18,46,2023,5716548,3144101.4000000004,57,1.8
New Mexico,2023-11-18,46,2023,2100079,672025.28,11,1.6
New York,2023-11-18,46,2023,19657190,1769147.0999999999,53,3
Oregon,2023-11-18,46,2023,4238665,1822625.95,22,1.2
Tennessee,2023-11-18,46,2023,7030607,1827957.82,57,3.1
Utah,2023-11-18,46,2023,3376238,1215445.68,6,0.5
California,2023-11-25,47,2023,38886551,3499789.59,84,2.4
Colorado,2023-11-25,47,2023,5803748,2843836.52,71,2.5
Connecticut,2023-11-25,47,2023,3621089,869061.36,45,5.2
Georgia,2023-11-25,47,2023,10855454,4233627.0600000005,97,2.3
Maryland,2023-11-25,47,2023,6133130,2821239.8000000003,116,4.1
Michigan,2023-11-25,47,2023,10032075,1304169.75,42,3.2
Minnesota,2023-11-25,47,2023,5716548,3144101.4000000004,72,2.3
New Mexico,2023-11-25,47,2023,2100079,672025.28,29,4.3
New York,2023-11-25,47,2023,19657190,1769147.0999999999,57,3.2
Oregon,2023-11-25,47,2023,4238665,1822625.95,22,1.2
Tennessee,2023-11-25,47,2023,7030607,1827957.82,33,1.8
Utah,2023-11-25,47,2023,3376238,1215445.68,10,0.8
California,2023-12-02,48,2023,38886551,3499789.59,84,2.4
Colorado,2023-12-02,48,2023,5803748,2843836.52,105,3.7
Connecticut,2023-12-02,48,2023,3621089,869061.36,48,5.5
Georgia,2023-12-02,48,2023,10855454,4233627.0600000005,110,2.6
Maryland,2023-12-02,48,2023,6133130,2821239.8000000003,150,5.3
Michigan,2023-12-02,48,2023,10032075,1304169.75,51,3.9
Minnesota,2023-12-02,48,2023,5716548,3144101.4000000004,113,3.6
New Mexico,2023-12-02,48,2023,2100079,672025.28,36,5.4
New York,2023-12-02,48,2023,19657190,1769147.0999999999,88,5
Oregon,2023-12-02,48,2023,4238665,1822625.95,24,1.3
Tennessee,2023-12-02,48,2023,7030607,1827957.82,57,3.1
Utah,2023-12-02,48,2023,3376238,1215445.68,15,1.2
California,2023-12-09,49,2023,38886551,3499789.59,108,3.1
Colorado,2023-12-09,49,2023,5803748,2843836.52,119,4.2
Connecticut,2023-12-09,49,2023,3621089,869061.36,53,6.1
Georgia,2023-12-09,49,2023,10855454,4233627.0600000005,102,2.4
Maryland,2023-12-09,49,2023,6133130,2821239.8000000003,133,4.7
Michigan,2023-12-09,49,2023,10032075,1304169.75,42,3.2
Minnesota,2023-12-09,49,2023,5716548,3144101.4000000004,119,3.8
New Mexico,2023-12-09,49,2023,2100079,672025.28,28,4.2
New York,2023-12-09,49,2023,19657190,1769147.0999999999,90,5.1
Oregon,2023-12-09,49,2023,4238665,1822625.95,27,1.5
Tennessee,2023-12-09,49,2023,7030607,1827957.82,48,2.6
Utah,2023-12-09,49,2023,3376238,1215445.68,23,1.9
California,2023-12-16,50,2023,38886551,3499789.59,94,2.7
Colorado,2023-12-16,50,2023,5803748,2843836.52,145,5.1
Connecticut,2023-12-16,50,2023,3621089,869061.36,41,4.7
Georgia,2023-12-16,50,2023,10855454,4233627.0600000005,97,2.3
Maryland,2023-12-16,50,2023,6133130,2821239.8000000003,152,5.4
Michigan,2023-12-16,50,2023,10032075,1304169.75,68,5.2
Minnesota,2023-12-16,50,2023,5716548,3144101.4000000004,110,3.5
New Mexico,2023-12-16,50,2023,2100079,672025.28,53,7.9
New York,2023-12-16,50,2023,19657190,1769147.0999999999,99,5.6
Oregon,2023-12-16,50,2023,4238665,1822625.95,27,1.5
Tennessee,2023-12-16,50,2023,7030607,1827957.82,38,2.1
Utah,2023-12-16,50,2023,3376238,1215445.68,34,2.8
California,2023-12-23,51,2023,38886551,3499789.59,84,2.4
Colorado,2023-12-23,51,2023,5803748,2843836.52,191,6.7
Connecticut,2023-12-23,51,2023,3621089,869061.36,44,5.1
Georgia,2023-12-23,51,2023,10855454,4233627.0600000005,80,1.9
Maryland,2023-12-23,51,2023,6133130,2821239.8000000003,130,4.6
Michigan,2023-12-23,51,2023,10032075,1304169.75,56,4.3
Minnesota,2023-12-23,51,2023,5716548,3144101.4000000004,138,4.4
New Mexico,2023-12-23,51,2023,2100079,672025.28,67,10
New York,2023-12-23,51,2023,19657190,1769147.0999999999,110,6.2
Oregon,2023-12-23,51,2023,4238665,1822625.95,44,2.4
Tennessee,2023-12-23,51,2023,7030607,1827957.82,42,2.3
Utah,2023-12-23,51,2023,3376238,1215445.68,41,3.4
California,2023-12-30,52,2023,38886551,3499789.59,80,2.3
Colorado,2023-12-30,52,2023,5803748,2843836.52,202,7.1
Connecticut,2023-12-30,52,2023,3621089,869061.36,58,6.7
Georgia,2023-12-30,52,2023,10855454,4233627.0600000005,97,2.3
Maryland,2023-12-30,52,2023,6133130,2821239.8000000003,130,4.6
Michigan,2023-12-30,52,2023,10032075,1304169.75,63,4.8
Minnesota,2023-12-30,52,2023,5716548,3144101.4000000004,154,4.9
New Mexico,2023-12-30,52,2023,2100079,672025.28,70,10.4
New York,2023-12-30,52,2023,19657190,1769147.0999999999,101,5.7
Oregon,2023-12-30,52,2023,4238665,1822625.95,42,2.3
Tennessee,2023-12-30,52,2023,7030607,1827957.82,44,2.4
Utah,2023-12-30,52,2023,3376238,1215445.68,66,5.4
California,2024-01-06,1,2024,38886551,3499789.59,108,3.1
Colorado,2024-01-06,1,2024,5803748,2843836.52,182,6.4
Connecticut,2024-01-06,1,2024,3621089,869061.36,57,6.6
Georgia,2024-01-06,1,2024,10855454,4233627.0600000005,76,1.8
Maryland,2024-01-06,1,2024,6133130,2821239.8000000003,104,3.7
Michigan,2024-01-06,1,2024,10032075,1304169.75,65,5
Minnesota,2024-01-06,1,2024,5716548,3144101.4000000004,113,3.6
New Mexico,2024-01-06,1,2024,2100079,672025.28,62,9.2
New York,2024-01-06,1,2024,19657190,1769147.0999999999,96,5.4
Oregon,2024-01-06,1,2024,4238665,1822625.95,35,1.9
Tennessee,2024-01-06,1,2024,7030607,1827957.82,40,2.2
Utah,2024-01-06,1,2024,3376238,1215445.68,62,5.1
California,2024-01-13,2,2024,38886551,3499789.59,66,1.9
Colorado,2024-01-13,2,2024,5803748,2843836.52,134,4.7
Connecticut,2024-01-13,2,2024,3621089,869061.36,32,3.7
Georgia,2024-01-13,2,2024,10855454,4233627.0600000005,59,1.4
Maryland,2024-01-13,2,2024,6133130,2821239.8000000003,65,2.3
Michigan,2024-01-13,2,2024,10032075,1304169.75,42,3.2
Minnesota,2024-01-13,2,2024,5716548,3144101.4000000004,88,2.8
New Mexico,2024-01-13,2,2024,2100079,672025.28,46,6.8
New York,2024-01-13,2,2024,19657190,1769147.0999999999,69,3.9
Oregon,2024-01-13,2,2024,4238665,1822625.95,35,1.9
Tennessee,2024-01-13,2,2024,7030607,1827957.82,33,1.8
Utah,2024-01-13,2,2024,3376238,1215445.68,58,4.8
California,2024-01-20,3,2024,38886551,3499789.59,45,1.3
Colorado,2024-01-20,3,2024,5803748,2843836.52,117,4.1
Connecticut,2024-01-20,3,2024,3621089,869061.36,30,3.4
Georgia,2024-01-20,3,2024,10855454,4233627.0600000005,55,1.3
Maryland,2024-01-20,3,2024,6133130,2821239.8000000003,48,1.7
Michigan,2024-01-20,3,2024,10032075,1304169.75,38,2.9
Minnesota,2024-01-20,3,2024,5716548,3144101.4000000004,69,2.2
New Mexico,2024-01-20,3,2024,2100079,672025.28,31,4.6
New York,2024-01-20,3,2024,19657190,1769147.0999999999,71,4
Oregon,2024-01-20,3,2024,4238665,1822625.95,26,1.4
Tennessee,2024-01-20,3,2024,7030607,1827957.82,24,1.3
Utah,2024-01-20,3,2024,3376238,1215445.68,56,4.6
California,2024-01-27,4,2024,38886551,3499789.59,52,1.5
Colorado,2024-01-27,4,2024,5803748,2843836.52,117,4.1
Connecticut,2024-01-27,4,2024,3621089,869061.36,27,3.1
Georgia,2024-01-27,4,2024,10855454,4233627.0600000005,55,1.3
Maryland,2024-01-27,4,2024,6133130,2821239.8000000003,48,1.7
Michigan,2024-01-27,4,2024,10032075,1304169.75,23,1.8
Minnesota,2024-01-27,4,2024,5716548,3144101.4000000004,53,1.7
New Mexico,2024-01-27,4,2024,2100079,672025.28,27,4
New York,2024-01-27,4,2024,19657190,1769147.0999999999,41,2.3
Oregon,2024-01-27,4,2024,4238665,1822625.95,26,1.4
Tennessee,2024-01-27,4,2024,7030607,1827957.82,18,1
Utah,2024-01-27,4,2024,3376238,1215445.68,43,3.5
California,2024-02-03,5,2024,38886551,3499789.59,35,1
Colorado,2024-02-03,5,2024,5803748,2843836.52,97,3.4
Connecticut,2024-02-03,5,2024,3621089,869061.36,23,2.6
Georgia,2024-02-03,5,2024,10855454,4233627.0600000005,51,1.2
Maryland,2024-02-03,5,2024,6133130,2821239.8000000003,31,1.1
Michigan,2024-02-03,5,2024,10032075,1304169.75,14,1.1
Minnesota,2024-02-03,5,2024,5716548,3144101.4000000004,50,1.6
New Mexico,2024-02-03,5,2024,2100079,672025.28,25,3.7
New York,2024-02-03,5,2024,19657190,1769147.0999999999,39,2.2
Oregon,2024-02-03,5,2024,4238665,1822625.95,22,1.2
Tennessee,2024-02-03,5,2024,7030607,1827957.82,15,0.8
Utah,2024-02-03,5,2024,3376238,1215445.68,49,4
California,2024-02-10,6,2024,38886551,3499789.59,42,1.2
Colorado,2024-02-10,6,2024,5803748,2843836.52,97,3.4
Connecticut,2024-02-10,6,2024,3621089,869061.36,11,1.3
Georgia,2024-02-10,6,2024,10855454,4233627.0600000005,38,0.9
Maryland,2024-02-10,6,2024,6133130,2821239.8000000003,23,0.8
Michigan,2024-02-10,6,2024,10032075,1304169.75,20,1.5
Minnesota,2024-02-10,6,2024,5716548,3144101.4000000004,53,1.7
New Mexico,2024-02-10,6,2024,2100079,672025.28,23,3.4
New York,2024-02-10,6,2024,19657190,1769147.0999999999,30,1.7
Oregon,2024-02-10,6,2024,4238665,1822625.95,15,0.8
Tennessee,2024-02-10,6,2024,7030607,1827957.82,15,0.8
Utah,2024-02-10,6,2024,3376238,1215445.68,44,3.6
California,2024-02-17,7,2024,38886551,3499789.59,17,0.5
Colorado,2024-02-17,7,2024,5803748,2843836.52,91,3.2
Connecticut,2024-02-17,7,2024,3621089,869061.36,22,2.5
Georgia,2024-02-17,7,2024,10855454,4233627.0600000005,38,0.9
Maryland,2024-02-17,7,2024,6133130,2821239.8000000003,31,1.1
Michigan,2024-02-17,7,2024,10032075,1304169.75,13,1
Minnesota,2024-02-17,7,2024,5716548,3144101.4000000004,35,1.1
New Mexico,2024-02-17,7,2024,2100079,672025.28,17,2.5
New York,2024-02-17,7,2024,19657190,1769147.0999999999,30,1.7
Oregon,2024-02-17,7,2024,4238665,1822625.95,11,0.6
Tennessee,2024-02-17,7,2024,7030607,1827957.82,11,0.6
Utah,2024-02-17,7,2024,3376238,1215445.68,43,3.5
California,2024-02-24,8,2024,38886551,3499789.59,31,0.9
Colorado,2024-02-24,8,2024,5803748,2843836.52,82,2.9
Connecticut,2024-02-24,8,2024,3621089,869061.36,10,1.2
Georgia,2024-02-24,8,2024,10855454,4233627.0600000005,21,0.5
Maryland,2024-02-24,8,2024,6133130,2821239.8000000003,23,0.8
Michigan,2024-02-24,8,2024,10032075,1304169.75,14,1.1
Minnesota,2024-02-24,8,2024,5716548,3144101.4000000004,47,1.5
New Mexico,2024-02-24,8,2024,2100079,672025.28,11,1.6
New York,2024-02-24,8,2024,19657190,1769147.0999999999,19,1.1
Oregon,2024-02-24,8,2024,4238665,1822625.95,5,0.3
Tennessee,2024-02-24,8,2024,7030607,1827957.82,9,0.5
Utah,2024-02-24,8,2024,3376238,1215445.68,45,3.7
California,2024-03-02,9,2024,38886551,3499789.59,17,0.5
Colorado,2024-03-02,9,2024,5803748,2843836.52,60,2.1
Connecticut,2024-03-02,9,2024,3621089,869061.36,10,1.2
Georgia,2024-03-02,9,2024,10855454,4233627.0600000005,38,0.9
Maryland,2024-03-02,9,2024,6133130,2821239.8000000003,14,0.5
Michigan,2024-03-02,9,2024,10032075,1304169.75,8,0.6
Minnesota,2024-03-02,9,2024,5716548,3144101.4000000004,22,0.7
New Mexico,2024-03-02,9,2024,2100079,672025.28,9,1.3
New York,2024-03-02,9,2024,19657190,1769147.0999999999,18,1
Oregon,2024-03-02,9,2024,4238665,1822625.95,7,0.4
Tennessee,2024-03-02,9,2024,7030607,1827957.82,9,0.5
Utah,2024-03-02,9,2024,3376238,1215445.68,29,2.4
California,2024-03-09,10,2024,38886551,3499789.59,7,0.2
Colorado,2024-03-09,10,2024,5803748,2843836.52,43,1.5
Connecticut,2024-03-09,10,2024,3621089,869061.36,5,0.6
Georgia,2024-03-09,10,2024,10855454,4233627.0600000005,30,0.7
Maryland,2024-03-09,10,2024,6133130,2821239.8000000003,20,0.7
Michigan,2024-03-09,10,2024,10032075,1304169.75,9,0.7
Minnesota,2024-03-09,10,2024,5716548,3144101.4000000004,31,1
New Mexico,2024-03-09,10,2024,2100079,672025.28,7,1
New York,2024-03-09,10,2024,19657190,1769147.0999999999,18,1
Oregon,2024-03-09,10,2024,4238665,1822625.95,5,0.3
Tennessee,2024-03-09,10,2024,7030607,1827957.82,7,0.4
Utah,2024-03-09,10,2024,3376238,1215445.68,26,2.1
California,2024-03-16,11,2024,38886551,3499789.59,7,0.2
Colorado,2024-03-16,11,2024,5803748,2843836.52,46,1.6
Connecticut,2024-03-16,11,2024,3621089,869061.36,6,0.7
Georgia,2024-03-16,11,2024,10855454,4233627.0600000005,25,0.6
Maryland,2024-03-16,11,2024,6133130,2821239.8000000003,17,0.6
Michigan,2024-03-16,11,2024,10032075,1304169.75,3,0.2
Minnesota,2024-03-16,11,2024,5716548,3144101.4000000004,25,0.8
New Mexico,2024-03-16,11,2024,2100079,672025.28,5,0.7
New York,2024-03-16,11,2024,19657190,1769147.0999999999,11,0.6
Oregon,2024-03-16,11,2024,4238665,1822625.95,4,0.2
Tennessee,2024-03-16,11,2024,7030607,1827957.82,7,0.4
Utah,2024-03-16,11,2024,3376238,1215445.68,22,1.8
California,2024-03-23,12,2024,38886551,3499789.59,7,0.2
Colorado,2024-03-23,12,2024,5803748,2843836.52,26,0.9
Connecticut,2024-03-23,12,2024,3621089,869061.36,5,0.6
Georgia,2024-03-23,12,2024,10855454,4233627.0600000005,13,0.3
Maryland,2024-03-23,12,2024,6133130,2821239.8000000003,8,0.3
Michigan,2024-03-23,12,2024,10032075,1304169.75,13,1
Minnesota,2024-03-23,12,2024,5716548,3144101.4000000004,19,0.6
New Mexico,2024-03-23,12,2024,2100079,672025.28,8,1.2
New York,2024-03-23,12,2024,19657190,1769147.0999999999,9,0.5
Oregon,2024-03-23,12,2024,4238665,1822625.95,15,0.8
Tennessee,2024-03-23,12,2024,7030607,1827957.82,5,0.3
Utah,2024-03-23,12,2024,3376238,1215445.68,13,1.1
California,2024-03-30,13,2024,38886551,3499789.59,3,0.1
Colorado,2024-03-30,13,2024,5803748,2843836.52,43,1.5
Connecticut,2024-03-30,13,2024,3621089,869061.36,1,0.1
Georgia,2024-03-30,13,2024,10855454,4233627.0600000005,13,0.3
Maryland,2024-03-30,13,2024,6133130,2821239.8000000003,6,0.2
Michigan,2024-03-30,13,2024,10032075,1304169.75,7,0.5
Minnesota,2024-03-30,13,2024,5716548,3144101.4000000004,19,0.6
New Mexico,2024-03-30,13,2024,2100079,672025.28,2,0.3
New York,2024-03-30,13,2024,19657190,1769147.0999999999,4,0.2
Oregon,2024-03-30,13,2024,4238665,1822625.95,4,0.2
Tennessee,2024-03-30,13,2024,7030607,1827957.82,2,0.1
Utah,2024-03-30,13,2024,3376238,1215445.68,15,1.2
California,2024-04-06,14,2024,38886551,3499789.59,3,0.1
Colorado,2024-04-06,14,2024,5803748,2843836.52,17,0.6
Connecticut,2024-04-06,14,2024,3621089,869061.36,2,0.2
Georgia,2024-04-06,14,2024,10855454,4233627.0600000005,17,0.4
Maryland,2024-04-06,14,2024,6133130,2821239.8000000003,3,0.1
Michigan,2024-04-06,14,2024,10032075,1304169.75,5,0.4
Minnesota,2024-04-06,14,2024,5716548,3144101.4000000004,9,0.3
New Mexico,2024-04-06,14,2024,2100079,672025.28,3,0.4
New York,2024-04-06,14,2024,19657190,1769147.0999999999,11,0.6
Oregon,2024-04-06,14,2024,4238665,1822625.95,2,0.1
Tennessee,2024-04-06,14,2024,7030607,1827957.82,4,0.2
Utah,2024-04-06,14,2024,3376238,1215445.68,9,0.7
California,2024-04-13,15,2024,38886551,3499789.59,7,0.2
Colorado,2024-04-13,15,2024,5803748,2843836.52,14,0.5
Connecticut,2024-04-13,15,2024,3621089,869061.36,3,0.3
Georgia,2024-04-13,15,2024,10855454,4233627.0600000005,13,0.3
Maryland,2024-04-13,15,2024,6133130,2821239.8000000003,3,0.1
Michigan,2024-04-13,15,2024,10032075,1304169.75,4,0.3
Minnesota,2024-04-13,15,2024,5716548,3144101.4000000004,9,0.3
New Mexico,2024-04-13,15,2024,2100079,672025.28,1,0.1
New York,2024-04-13,15,2024,19657190,1769147.0999999999,5,0.3
Oregon,2024-04-13,15,2024,4238665,1822625.95,4,0.2
Tennessee,2024-04-13,15,2024,7030607,1827957.82,5,0.3
Utah,2024-04-13,15,2024,3376238,1215445.68,6,0.5
California,2024-04-20,16,2024,38886551,3499789.59,3,0.1
Colorado,2024-04-20,16,2024,5803748,2843836.52,11,0.4
Connecticut,2024-04-20,16,2024,3621089,869061.36,5,0.6
Georgia,2024-04-20,16,2024,10855454,4233627.0600000005,13,0.3
Maryland,2024-04-20,16,2024,6133130,2821239.8000000003,3,0.1
Michigan,2024-04-20,16,2024,10032075,1304169.75,3,0.2
Minnesota,2024-04-20,16,2024,5716548,3144101.4000000004,6,0.2
New Mexico,2024-04-20,16,2024,2100079,672025.28,1,0.1
New York,2024-04-20,16,2024,19657190,1769147.0999999999,2,0.1
Oregon,2024-04-20,16,2024,4238665,1822625.95,2,0.1
Tennessee,2024-04-20,16,2024,7030607,1827957.82,2,0.1
Utah,2024-04-20,16,2024,3376238,1215445.68,2,0.2
California,2024-04-27,17,2024,38886551,3499789.59,3,0.1
Colorado,2024-04-27,17,2024,5803748,2843836.52,6,0.2
Connecticut,2024-04-27,17,2024,3621089,869061.36,3,0.3
Georgia,2024-04-27,17,2024,10855454,4233627.0600000005,13,0.3
Maryland,2024-04-27,17,2024,6133130,2821239.8000000003,6,0.2
Michigan,2024-04-27,17,2024,10032075,1304169.75,1,0.1
Minnesota,2024-04-27,17,2024,5716548,3144101.4000000004,3,0.1
New Mexico,2024-04-27,17,2024,2100079,672025.28,1,0.1
New York,2024-04-27,17,2024,19657190,1769147.0999999999,4,0.2
Oregon,2024-04-27,17,2024,4238665,1822625.95,2,0.1
Tennessee,2024-04-27,17,2024,7030607,1827957.82,2,0.1
Utah,2024-04-27,17,2024,3376238,1215445.68,2,0.2
California,2024-05-04,18,2024,38886551,3499789.59,3,0.1
Colorado,2024-05-04,18,2024,5803748,2843836.52,11,0.4
Connecticut,2024-05-04,18,2024,3621089,869061.36,0,0
Georgia,2024-05-04,18,2024,10855454,4233627.0600000005,4,0.1
Maryland,2024-05-04,18,2024,6133130,2821239.8000000003,0,0
Michigan,2024-05-04,18,2024,10032075,1304169.75,0,0
Minnesota,2024-05-04,18,2024,5716548,3144101.4000000004,6,0.2
New Mexico,2024-05-04,18,2024,2100079,672025.28,0,0
New York,2024-05-04,18,2024,19657190,1769147.0999999999,0,0
Oregon,2024-05-04,18,2024,4238665,1822625.95,0,0
Tennessee,2024-05-04,18,2024,7030607,1827957.82,4,0.2
Utah,2024-05-04,18,2024,3376238,1215445.68,2,0.2
California,2024-05-11,19,2024,38886551,3499789.59,0,0
Colorado,2024-05-11,19,2024,5803748,2843836.52,3,0.1
Connecticut,2024-05-11,19,2024,3621089,869061.36,3,0.3
Georgia,2024-05-11,19,2024,10855454,4233627.0600000005,17,0.4
Maryland,2024-05-11,19,2024,6133130,2821239.8000000003,6,0.2
