location,location_number,date,count,disease
Utah,49,2024-01-13,47,flu
Vermont,50,2024-01-13,24,flu
Virginia,51,2024-01-13,393,flu
Washington,53,2024-01-13,161,flu
West Virginia,54,2024-01-13,136,flu
Wisconsin,55,2024-01-13,267,flu
Wyoming,56,2024-01-13,56,flu
Alabama,1,2024-01-20,173,flu
Alaska,2,2024-01-20,9,flu
Arizona,4,2024-01-20,700,flu
Arkansas,5,2024-01-20,227,flu
California,6,2024-01-20,1042,flu
Colorado,8,2024-01-20,197,flu
Connecticut,9,2024-01-20,128,flu
Delaware,10,2024-01-20,32,flu
District of Columbia,11,2024-01-20,27,flu
Florida,12,2024-01-20,888,flu
Georgia,13,2024-01-20,500,flu
Hawaii,15,2024-01-20,23,flu
Idaho,16,2024-01-20,88,flu
Illinois,17,2024-01-20,335,flu
Indiana,18,2024-01-20,335,flu
Iowa,19,2024-01-20,95,flu
Kansas,20,2024-01-20,66,flu
Kentucky,21,2024-01-20,197,flu
Louisiana,22,2024-01-20,141,flu
Maine,23,2024-01-20,40,flu
Maryland,24,2024-01-20,198,flu
Massachusetts,25,2024-01-20,390,flu
Michigan,26,2024-01-20,320,flu
Minnesota,27,2024-01-20,123,flu
Mississippi,28,2024-01-20,166,flu
Missouri,29,2024-01-20,266,flu
Montana,30,2024-01-20,81,flu
Nebraska,31,2024-01-20,35,flu
Nevada,32,2024-01-20,84,flu
New Hampshire,33,2024-01-20,30,flu
New Jersey,34,2024-01-20,441,flu
New Mexico,35,2024-01-20,114,flu
New York,36,2024-01-20,863,flu
North Carolina,37,2024-01-20,310,flu
North Dakota,38,2024-01-20,41,flu
Ohio,39,2024-01-20,505,flu
Oklahoma,40,2024-01-20,253,flu
Oregon,41,2024-01-20,85,flu
Pennsylvania,42,2024-01-20,454,flu
Puerto Rico,72,2024-01-20,50,flu
Rhode Island,44,2024-01-20,35,flu
South Carolina,45,2024-01-20,197,flu
South Dakota,46,2024-01-20,16,flu
Tennessee,47,2024-01-20,361,flu
Texas,48,2024-01-20,1292,flu
US,NA,2024-01-20,12801,flu
Utah,49,2024-01-20,28,flu
Vermont,50,2024-01-20,26,flu
Virginia,51,2024-01-20,305,flu
Washington,53,2024-01-20,145,flu
West Virginia,54,2024-01-20,145,flu
Wisconsin,55,2024-01-20,176,flu
Wyoming,56,2024-01-20,23,flu
Alabama,1,2024-01-27,143,flu
Alaska,2,2024-01-27,7,flu
Arizona,4,2024-01-27,649,flu
Arkansas,5,2024-01-27,276,flu
California,6,2024-01-27,706,flu
Colorado,8,2024-01-27,229,flu
Connecticut,9,2024-01-27,156,flu
Delaware,10,2024-01-27,28,flu
District of Columbia,11,2024-01-27,21,flu
Florida,12,2024-01-27,836,flu
Georgia,13,2024-01-27,459,flu
Hawaii,15,2024-01-27,30,flu
Idaho,16,2024-01-27,69,flu
Illinois,17,2024-01-27,275,flu
Indiana,18,2024-01-27,335,flu
Iowa,19,2024-01-27,76,flu
Kansas,20,2024-01-27,68,flu
Kentucky,21,2024-01-27,255,flu
Louisiana,22,2024-01-27,130,flu
Maine,23,2024-01-27,34,flu
Maryland,24,2024-01-27,171,flu
Massachusetts,25,2024-01-27,356,flu
Michigan,26,2024-01-27,342,flu
Minnesota,27,2024-01-27,144,flu
Mississippi,28,2024-01-27,164,flu
Missouri,29,2024-01-27,272,flu
Montana,30,2024-01-27,106,flu
Nebraska,31,2024-01-27,47,flu
Nevada,32,2024-01-27,69,flu
New Hampshire,33,2024-01-27,24,flu
New Jersey,34,2024-01-27,346,flu
New Mexico,35,2024-01-27,104,flu
New York,36,2024-01-27,923,flu
North Carolina,37,2024-01-27,308,flu
North Dakota,38,2024-01-27,48,flu
Ohio,39,2024-01-27,590,flu
Oklahoma,40,2024-01-27,346,flu
Oregon,41,2024-01-27,98,flu
Pennsylvania,42,2024-01-27,409,flu
Puerto Rico,72,2024-01-27,51,flu
Rhode Island,44,2024-01-27,27,flu
South Carolina,45,2024-01-27,213,flu
South Dakota,46,2024-01-27,27,flu
Tennessee,47,2024-01-27,280,flu
Texas,48,2024-01-27,1435,flu
US,NA,2024-01-27,12448,flu
Utah,49,2024-01-27,38,flu
Vermont,50,2024-01-27,21,flu
Virginia,51,2024-01-27,270,flu
Washington,53,2024-01-27,120,flu
West Virginia,54,2024-01-27,136,flu
Wisconsin,55,2024-01-27,141,flu
Wyoming,56,2024-01-27,40,flu
Alabama,1,2024-02-03,103,flu
Alaska,2,2024-02-03,8,flu
Arizona,4,2024-02-03,360,flu
Arkansas,5,2024-02-03,245,flu
California,6,2024-02-03,517,flu
Colorado,8,2024-02-03,196,flu
Connecticut,9,2024-02-03,111,flu
Delaware,10,2024-02-03,25,flu
District of Columbia,11,2024-02-03,20,flu
Florida,12,2024-02-03,711,flu
Georgia,13,2024-02-03,354,flu
Hawaii,15,2024-02-03,5,flu
Idaho,16,2024-02-03,71,flu
Illinois,17,2024-02-03,272,flu
Indiana,18,2024-02-03,367,flu
Iowa,19,2024-02-03,107,flu
Kansas,20,2024-02-03,157,flu
Kentucky,21,2024-02-03,226,flu
Louisiana,22,2024-02-03,121,flu
Maine,23,2024-02-03,65,flu
Maryland,24,2024-02-03,113,flu
Massachusetts,25,2024-02-03,415,flu
Michigan,26,2024-02-03,421,flu
Minnesota,27,2024-02-03,150,flu
Mississippi,28,2024-02-03,116,flu
Missouri,29,2024-02-03,303,flu
Montana,30,2024-02-03,86,flu
Nebraska,31,2024-02-03,47,flu
Nevada,32,2024-02-03,58,flu
New Hampshire,33,2024-02-03,37,flu
New Jersey,34,2024-02-03,331,flu
New Mexico,35,2024-02-03,77,flu
New York,36,2024-02-03,770,flu
North Carolina,37,2024-02-03,255,flu
North Dakota,38,2024-02-03,40,flu
Ohio,39,2024-02-03,591,flu
Oklahoma,40,2024-02-03,421,flu
Oregon,41,2024-02-03,84,flu
Pennsylvania,42,2024-02-03,456,flu
Puerto Rico,72,2024-02-03,34,flu
Rhode Island,44,2024-02-03,17,flu
South Carolina,45,2024-02-03,175,flu
South Dakota,46,2024-02-03,23,flu
Tennessee,47,2024-02-03,223,flu
Texas,48,2024-02-03,1350,flu
US,NA,2024-02-03,11317,flu
Utah,49,2024-02-03,28,flu
Vermont,50,2024-02-03,18,flu
Virginia,51,2024-02-03,190,flu
Washington,53,2024-02-03,105,flu
West Virginia,54,2024-02-03,127,flu
Wisconsin,55,2024-02-03,175,flu
Wyoming,56,2024-02-03,40,flu
Alabama,1,2024-02-10,112,flu
Alaska,2,2024-02-10,11,flu
Arizona,4,2024-02-10,188,flu
Arkansas,5,2024-02-10,292,flu
California,6,2024-02-10,411,flu
Colorado,8,2024-02-10,196,flu
Connecticut,9,2024-02-10,142,flu
Delaware,10,2024-02-10,25,flu
District of Columbia,11,2024-02-10,14,flu
Florida,12,2024-02-10,828,flu
Georgia,13,2024-02-10,308,flu
Hawaii,15,2024-02-10,17,flu
Idaho,16,2024-02-10,61,flu
Illinois,17,2024-02-10,250,flu
Indiana,18,2024-02-10,371,flu
Iowa,19,2024-02-10,112,flu
Kansas,20,2024-02-10,175,flu
Kentucky,21,2024-02-10,284,flu
Louisiana,22,2024-02-10,97,flu
Maine,23,2024-02-10,77,flu
Maryland,24,2024-02-10,111,flu
Massachusetts,25,2024-02-10,379,flu
Michigan,26,2024-02-10,590,flu
Minnesota,27,2024-02-10,164,flu
Mississippi,28,2024-02-10,89,flu
Missouri,29,2024-02-10,344,flu
Montana,30,2024-02-10,82,flu
Nebraska,31,2024-02-10,56,flu
Nevada,32,2024-02-10,35,flu
New Hampshire,33,2024-02-10,45,flu
New Jersey,34,2024-02-10,323,flu
New Mexico,35,2024-02-10,78,flu
New York,36,2024-02-10,703,flu
North Carolina,37,2024-02-10,174,flu
North Dakota,38,2024-02-10,31,flu
Ohio,39,2024-02-10,608,flu
Oklahoma,40,2024-02-10,469,flu
Oregon,41,2024-02-10,87,flu
Pennsylvania,42,2024-02-10,430,flu
Puerto Rico,72,2024-02-10,68,flu
Rhode Island,44,2024-02-10,21,flu
South Carolina,45,2024-02-10,132,flu
South Dakota,46,2024-02-10,18,flu
Tennessee,47,2024-02-10,197,flu
Texas,48,2024-02-10,1176,flu
US,NA,2024-02-10,11018,flu
Utah,49,2024-02-10,16,flu
Vermont,50,2024-02-10,20,flu
Virginia,51,2024-02-10,179,flu
Washington,53,2024-02-10,80,flu
West Virginia,54,2024-02-10,131,flu
Wisconsin,55,2024-02-10,178,flu
Wyoming,56,2024-02-10,33,flu
Alabama,1,2024-02-17,122,flu
Alaska,2,2024-02-17,2,flu
Arizona,4,2024-02-17,204,flu
Arkansas,5,2024-02-17,258,flu
California,6,2024-02-17,328,flu
Colorado,8,2024-02-17,137,flu
Connecticut,9,2024-02-17,119,flu
Delaware,10,2024-02-17,36,flu
District of Columbia,11,2024-02-17,19,flu
Florida,12,2024-02-17,678,flu
Georgia,13,2024-02-17,259,flu
Hawaii,15,2024-02-17,10,flu
Idaho,16,2024-02-17,59,flu
Illinois,17,2024-02-17,262,flu
Indiana,18,2024-02-17,349,flu
Iowa,19,2024-02-17,124,flu
Kansas,20,2024-02-17,175,flu
Kentucky,21,2024-02-17,282,flu
Louisiana,22,2024-02-17,85,flu
Maine,23,2024-02-17,86,flu
Maryland,24,2024-02-17,123,flu
Massachusetts,25,2024-02-17,500,flu
Michigan,26,2024-02-17,671,flu
Minnesota,27,2024-02-17,173,flu
Mississippi,28,2024-02-17,97,flu
Missouri,29,2024-02-17,354,flu
Montana,30,2024-02-17,24,flu
Nebraska,31,2024-02-17,56,flu
Nevada,32,2024-02-17,51,flu
New Hampshire,33,2024-02-17,41,flu
New Jersey,34,2024-02-17,370,flu
New Mexico,35,2024-02-17,73,flu
New York,36,2024-02-17,790,flu
North Carolina,37,2024-02-17,179,flu
North Dakota,38,2024-02-17,29,flu
Ohio,39,2024-02-17,610,flu
Oklahoma,40,2024-02-17,391,flu
Oregon,41,2024-02-17,65,flu
Pennsylvania,42,2024-02-17,499,flu
Puerto Rico,72,2024-02-17,52,flu
Rhode Island,44,2024-02-17,30,flu
South Carolina,45,2024-02-17,130,flu
South Dakota,46,2024-02-17,26,flu
Tennessee,47,2024-02-17,195,flu
Texas,48,2024-02-17,892,flu
US,NA,2024-02-17,10767,flu
Utah,49,2024-02-17,19,flu
Vermont,50,2024-02-17,21,flu
Virginia,51,2024-02-17,202,flu
Washington,53,2024-02-17,73,flu
West Virginia,54,2024-02-17,184,flu
Wisconsin,55,2024-02-17,209,flu
Wyoming,56,2024-02-17,44,flu
Alabama,1,2024-02-24,89,flu
Alaska,2,2024-02-24,4,flu
Arizona,4,2024-02-24,204,flu
Arkansas,5,2024-02-24,275,flu
California,6,2024-02-24,300,flu
Colorado,8,2024-02-24,129,flu
Connecticut,9,2024-02-24,173,flu
Delaware,10,2024-02-24,24,flu
District of Columbia,11,2024-02-24,18,flu
Florida,12,2024-02-24,625,flu
Georgia,13,2024-02-24,188,flu
Hawaii,15,2024-02-24,14,flu
Idaho,16,2024-02-24,90,flu
Illinois,17,2024-02-24,299,flu
Indiana,18,2024-02-24,346,flu
Iowa,19,2024-02-24,157,flu
Kansas,20,2024-02-24,86,flu
Kentucky,21,2024-02-24,281,flu
Louisiana,22,2024-02-24,95,flu
Maine,23,2024-02-24,69,flu
Maryland,24,2024-02-24,118,flu
Massachusetts,25,2024-02-24,438,flu
Michigan,26,2024-02-24,841,flu
Minnesota,27,2024-02-24,159,flu
Mississippi,28,2024-02-24,57,flu
Missouri,29,2024-02-24,454,flu
Montana,30,2024-02-24,22,flu
Nebraska,31,2024-02-24,86,flu
Nevada,32,2024-02-24,43,flu
New Hampshire,33,2024-02-24,33,flu
New Jersey,34,2024-02-24,297,flu
New Mexico,35,2024-02-24,60,flu
New York,36,2024-02-24,798,flu
North Carolina,37,2024-02-24,160,flu
North Dakota,38,2024-02-24,25,flu
Ohio,39,2024-02-24,662,flu
Oklahoma,40,2024-02-24,170,flu
Oregon,41,2024-02-24,89,flu
Pennsylvania,42,2024-02-24,500,flu
Puerto Rico,72,2024-02-24,52,flu
Rhode Island,44,2024-02-24,35,flu
South Carolina,45,2024-02-24,111,flu
South Dakota,46,2024-02-24,42,flu
Tennessee,47,2024-02-24,203,flu
Texas,48,2024-02-24,788,flu
US,NA,2024-02-24,10454,flu
Utah,49,2024-02-24,9,flu
Vermont,50,2024-02-24,26,flu
Virginia,51,2024-02-24,208,flu
Washington,53,2024-02-24,99,flu
West Virginia,54,2024-02-24,163,flu
Wisconsin,55,2024-02-24,213,flu
Wyoming,56,2024-02-24,27,flu
Alabama,1,2024-03-02,85,flu
Alaska,2,2024-03-02,11,flu
Arizona,4,2024-03-02,182,flu
Arkansas,5,2024-03-02,278,flu
California,6,2024-03-02,269,flu
Colorado,8,2024-03-02,93,flu
Connecticut,9,2024-03-02,213,flu
Delaware,10,2024-03-02,33,flu
District of Columbia,11,2024-03-02,15,flu
Florida,12,2024-03-02,538,flu
Georgia,13,2024-03-02,202,flu
Hawaii,15,2024-03-02,16,flu
Idaho,16,2024-03-02,61,flu
Illinois,17,2024-03-02,331,flu
Indiana,18,2024-03-02,323,flu
Iowa,19,2024-03-02,180,flu
Kansas,20,2024-03-02,88,flu
Kentucky,21,2024-03-02,297,flu
Louisiana,22,2024-03-02,78,flu
Maine,23,2024-03-02,64,flu
Maryland,24,2024-03-02,176,flu
Massachusetts,25,2024-03-02,499,flu
Michigan,26,2024-03-02,901,flu
Minnesota,27,2024-03-02,182,flu
Mississippi,28,2024-03-02,74,flu
Missouri,29,2024-03-02,444,flu
Montana,30,2024-03-02,27,flu
Nebraska,31,2024-03-02,96,flu
Nevada,32,2024-03-02,49,flu
New Hampshire,33,2024-03-02,39,flu
New Jersey,34,2024-03-02,343,flu
New Mexico,35,2024-03-02,61,flu
New York,36,2024-03-02,773,flu
North Carolina,37,2024-03-02,160,flu
North Dakota,38,2024-03-02,22,flu
Ohio,39,2024-03-02,639,flu
Oklahoma,40,2024-03-02,179,flu
Oregon,41,2024-03-02,76,flu
Pennsylvania,42,2024-03-02,544,flu
Puerto Rico,72,2024-03-02,43,flu
Rhode Island,44,2024-03-02,27,flu
South Carolina,45,2024-03-02,107,flu
South Dakota,46,2024-03-02,46,flu
Tennessee,47,2024-03-02,237,flu
Texas,48,2024-03-02,655,flu
US,NA,2024-03-02,10500,flu
Utah,49,2024-03-02,17,flu
Vermont,50,2024-03-02,30,flu
Virginia,51,2024-03-02,215,flu
Washington,53,2024-03-02,76,flu
West Virginia,54,2024-03-02,181,flu
Wisconsin,55,2024-03-02,200,flu
Wyoming,56,2024-03-02,25,flu
Alabama,1,2024-03-09,78,flu
Alaska,2,2024-03-09,5,flu
Arizona,4,2024-03-09,126,flu
Arkansas,5,2024-03-09,247,flu
California,6,2024-03-09,207,flu
Colorado,8,2024-03-09,81,flu
Connecticut,9,2024-03-09,165,flu
Delaware,10,2024-03-09,26,flu
District of Columbia,11,2024-03-09,36,flu
Florida,12,2024-03-09,536,flu
Georgia,13,2024-03-09,156,flu
Hawaii,15,2024-03-09,9,flu
Idaho,16,2024-03-09,70,flu
Illinois,17,2024-03-09,269,flu
Indiana,18,2024-03-09,338,flu
Iowa,19,2024-03-09,178,flu
Kansas,20,2024-03-09,92,flu
Kentucky,21,2024-03-09,194,flu
Louisiana,22,2024-03-09,55,flu
Maine,23,2024-03-09,50,flu
Maryland,24,2024-03-09,175,flu
Massachusetts,25,2024-03-09,367,flu
Michigan,26,2024-03-09,781,flu
Minnesota,27,2024-03-09,174,flu
Mississippi,28,2024-03-09,63,flu
Missouri,29,2024-03-09,408,flu
Montana,30,2024-03-09,28,flu
Nebraska,31,2024-03-09,90,flu
Nevada,32,2024-03-09,43,flu
New Hampshire,33,2024-03-09,33,flu
New Jersey,34,2024-03-09,272,flu
New Mexico,35,2024-03-09,77,flu
New York,36,2024-03-09,596,flu
North Carolina,37,2024-03-09,132,flu
North Dakota,38,2024-03-09,21,flu
Ohio,39,2024-03-09,623,flu
Oklahoma,40,2024-03-09,181,flu
Oregon,41,2024-03-09,79,flu
Pennsylvania,42,2024-03-09,511,flu
Puerto Rico,72,2024-03-09,52,flu
Rhode Island,44,2024-03-09,24,flu
South Carolina,45,2024-03-09,97,flu
South Dakota,46,2024-03-09,37,flu
Tennessee,47,2024-03-09,188,flu
Texas,48,2024-03-09,487,flu
US,NA,2024-03-09,9113,flu
Utah,49,2024-03-09,14,flu
Vermont,50,2024-03-09,29,flu
Virginia,51,2024-03-09,201,flu
Washington,53,2024-03-09,56,flu
West Virginia,54,2024-03-09,143,flu
Wisconsin,55,2024-03-09,198,flu
Wyoming,56,2024-03-09,15,flu
Alabama,1,2024-03-16,81,flu
Alaska,2,2024-03-16,9,flu
Arizona,4,2024-03-16,134,flu
Arkansas,5,2024-03-16,198,flu
California,6,2024-03-16,189,flu
Colorado,8,2024-03-16,96,flu
Connecticut,9,2024-03-16,100,flu
Delaware,10,2024-03-16,18,flu
District of Columbia,11,2024-03-16,14,flu
Florida,12,2024-03-16,532,flu
Georgia,13,2024-03-16,106,flu
Hawaii,15,2024-03-16,18,flu
Idaho,16,2024-03-16,68,flu
Illinois,17,2024-03-16,258,flu
Indiana,18,2024-03-16,255,flu
Iowa,19,2024-03-16,115,flu
Kansas,20,2024-03-16,103,flu
Kentucky,21,2024-03-16,142,flu
Louisiana,22,2024-03-16,40,flu
Maine,23,2024-03-16,33,flu
Maryland,24,2024-03-16,114,flu
Massachusetts,25,2024-03-16,302,flu
Michigan,26,2024-03-16,537,flu
Minnesota,27,2024-03-16,164,flu
Mississippi,28,2024-03-16,60,flu
Missouri,29,2024-03-16,281,flu
Montana,30,2024-03-16,36,flu
Nebraska,31,2024-03-16,69,flu
Nevada,32,2024-03-16,38,flu
New Hampshire,33,2024-03-16,38,flu
New Jersey,34,2024-03-16,222,flu
New Mexico,35,2024-03-16,45,flu
New York,36,2024-03-16,414,flu
North Carolina,37,2024-03-16,94,flu
North Dakota,38,2024-03-16,29,flu
Ohio,39,2024-03-16,357,flu
Oklahoma,40,2024-03-16,139,flu
Oregon,41,2024-03-16,68,flu
Pennsylvania,42,2024-03-16,369,flu
Puerto Rico,72,2024-03-16,64,flu
Rhode Island,44,2024-03-16,22,flu
South Carolina,45,2024-03-16,78,flu
South Dakota,46,2024-03-16,43,flu
Tennessee,47,2024-03-16,132,flu
Texas,48,2024-03-16,462,flu
US,NA,2024-03-16,7268,flu
Utah,49,2024-03-16,17,flu
Vermont,50,2024-03-16,24,flu
Virginia,51,2024-03-16,159,flu
Washington,53,2024-03-16,85,flu
West Virginia,54,2024-03-16,101,flu
Wisconsin,55,2024-03-16,185,flu
Wyoming,56,2024-03-16,11,flu
Alabama,1,2024-03-23,59,flu
Alaska,2,2024-03-23,10,flu
Arizona,4,2024-03-23,106,flu
Arkansas,5,2024-03-23,105,flu
California,6,2024-03-23,175,flu
Colorado,8,2024-03-23,97,flu
Connecticut,9,2024-03-23,83,flu
Delaware,10,2024-03-23,16,flu
District of Columbia,11,2024-03-23,20,flu
Florida,12,2024-03-23,428,flu
Georgia,13,2024-03-23,82,flu
Hawaii,15,2024-03-23,6,flu
Idaho,16,2024-03-23,55,flu
Illinois,17,2024-03-23,216,flu
Indiana,18,2024-03-23,149,flu
Iowa,19,2024-03-23,94,flu
Kansas,20,2024-03-23,66,flu
Kentucky,21,2024-03-23,129,flu
Louisiana,22,2024-03-23,33,flu
Maine,23,2024-03-23,26,flu
Maryland,24,2024-03-23,75,flu
Massachusetts,25,2024-03-23,236,flu
Michigan,26,2024-03-23,495,flu
Minnesota,27,2024-03-23,133,flu
Mississippi,28,2024-03-23,48,flu
Missouri,29,2024-03-23,192,flu
Montana,30,2024-03-23,21,flu
Nebraska,31,2024-03-23,61,flu
Nevada,32,2024-03-23,41,flu
New Hampshire,33,2024-03-23,25,flu
New Jersey,34,2024-03-23,181,flu
New Mexico,35,2024-03-23,57,flu
New York,36,2024-03-23,357,flu
North Carolina,37,2024-03-23,83,flu
North Dakota,38,2024-03-23,20,flu
Ohio,39,2024-03-23,266,flu
Oklahoma,40,2024-03-23,94,flu
Oregon,41,2024-03-23,97,flu
Pennsylvania,42,2024-03-23,347,flu
Puerto Rico,72,2024-03-23,50,flu
Rhode Island,44,2024-03-23,14,flu
South Carolina,45,2024-03-23,67,flu
South Dakota,46,2024-03-23,59,flu
Tennessee,47,2024-03-23,128,flu
Texas,48,2024-03-23,339,flu
US,NA,2024-03-23,5911,flu
Utah,49,2024-03-23,12,flu
Vermont,50,2024-03-23,18,flu
Virginia,51,2024-03-23,141,flu
Washington,53,2024-03-23,81,flu
West Virginia,54,2024-03-23,80,flu
Wisconsin,55,2024-03-23,133,flu
Wyoming,56,2024-03-23,5,flu
Alabama,1,2024-03-30,61,flu
Alaska,2,2024-03-30,8,flu
Arizona,4,2024-03-30,97,flu
Arkansas,5,2024-03-30,82,flu
California,6,2024-03-30,181,flu
Colorado,8,2024-03-30,68,flu
Connecticut,9,2024-03-30,89,flu
Delaware,10,2024-03-30,15,flu
District of Columbia,11,2024-03-30,18,flu
Florida,12,2024-03-30,404,flu
Georgia,13,2024-03-30,64,flu
Hawaii,15,2024-03-30,7,flu
Idaho,16,2024-03-30,45,flu
Illinois,17,2024-03-30,204,flu
Indiana,18,2024-03-30,156,flu
Iowa,19,2024-03-30,90,flu
Kansas,20,2024-03-30,70,flu
Kentucky,21,2024-03-30,120,flu
Louisiana,22,2024-03-30,48,flu
Maine,23,2024-03-30,23,flu
Maryland,24,2024-03-30,76,flu
Massachusetts,25,2024-03-30,200,flu
Michigan,26,2024-03-30,480,flu
Minnesota,27,2024-03-30,124,flu
Mississippi,28,2024-03-30,51,flu
Missouri,29,2024-03-30,193,flu
Montana,30,2024-03-30,29,flu
Nebraska,31,2024-03-30,51,flu
Nevada,32,2024-03-30,26,flu
New Hampshire,33,2024-03-30,17,flu
New Jersey,34,2024-03-30,188,flu
New Mexico,35,2024-03-30,36,flu
New York,36,2024-03-30,392,flu
North Carolina,37,2024-03-30,88,flu
North Dakota,38,2024-03-30,31,flu
Ohio,39,2024-03-30,244,flu
Oklahoma,40,2024-03-30,91,flu
Oregon,41,2024-03-30,64,flu
Pennsylvania,42,2024-03-30,268,flu
Puerto Rico,72,2024-03-30,48,flu
Rhode Island,44,2024-03-30,14,flu
South Carolina,45,2024-03-30,63,flu
South Dakota,46,2024-03-30,33,flu
Tennessee,47,2024-03-30,86,flu
Texas,48,2024-03-30,301,flu
US,NA,2024-03-30,5445,flu
Utah,49,2024-03-30,11,flu
Vermont,50,2024-03-30,15,flu
Virginia,51,2024-03-30,111,flu
Washington,53,2024-03-30,56,flu
West Virginia,54,2024-03-30,71,flu
Wisconsin,55,2024-03-30,126,flu
Wyoming,56,2024-03-30,11,flu
Alabama,1,2024-04-06,39,flu
Alaska,2,2024-04-06,7,flu
Arizona,4,2024-04-06,84,flu
Arkansas,5,2024-04-06,60,flu
California,6,2024-04-06,150,flu
Colorado,8,2024-04-06,49,flu
Connecticut,9,2024-04-06,88,flu
Delaware,10,2024-04-06,19,flu
District of Columbia,11,2024-04-06,23,flu
Florida,12,2024-04-06,314,flu
Georgia,13,2024-04-06,56,flu
Hawaii,15,2024-04-06,9,flu
Idaho,16,2024-04-06,31,flu
Illinois,17,2024-04-06,182,flu
Indiana,18,2024-04-06,153,flu
Iowa,19,2024-04-06,82,flu
Kansas,20,2024-04-06,42,flu
Kentucky,21,2024-04-06,102,flu
Louisiana,22,2024-04-06,34,flu
Maine,23,2024-04-06,24,flu
Maryland,24,2024-04-06,88,flu
Massachusetts,25,2024-04-06,214,flu
Michigan,26,2024-04-06,412,flu
Minnesota,27,2024-04-06,112,flu
Mississippi,28,2024-04-06,60,flu
Missouri,29,2024-04-06,148,flu
Montana,30,2024-04-06,7,flu
Nebraska,31,2024-04-06,55,flu
Nevada,32,2024-04-06,35,flu
New Hampshire,33,2024-04-06,16,flu
New Jersey,34,2024-04-06,168,flu
New Mexico,35,2024-04-06,41,flu
New York,36,2024-04-06,411,flu
North Carolina,37,2024-04-06,77,flu
North Dakota,38,2024-04-06,19,flu
Ohio,39,2024-04-06,269,flu
Oklahoma,40,2024-04-06,63,flu
Oregon,41,2024-04-06,51,flu
Pennsylvania,42,2024-04-06,258,flu
Puerto Rico,72,2024-04-06,39,flu
Rhode Island,44,2024-04-06,16,flu
South Carolina,45,2024-04-06,44,flu
South Dakota,46,2024-04-06,37,flu
Tennessee,47,2024-04-06,102,flu
Texas,48,2024-04-06,247,flu
US,NA,2024-04-06,4951,flu
Utah,49,2024-04-06,5,flu
Vermont,50,2024-04-06,9,flu
Virginia,51,2024-04-06,157,flu
Washington,53,2024-04-06,43,flu
West Virginia,54,2024-04-06,68,flu
Wisconsin,55,2024-04-06,125,flu
Wyoming,56,2024-04-06,7,flu
Alabama,1,2024-04-13,19,flu
Alaska,2,2024-04-13,8,flu
Arizona,4,2024-04-13,88,flu
Arkansas,5,2024-04-13,47,flu
California,6,2024-04-13,178,flu
Colorado,8,2024-04-13,55,flu
Connecticut,9,2024-04-13,62,flu
Delaware,10,2024-04-13,7,flu
District of Columbia,11,2024-04-13,17,flu
Florida,12,2024-04-13,328,flu
Georgia,13,2024-04-13,54,flu
Hawaii,15,2024-04-13,12,flu
Idaho,16,2024-04-13,12,flu
Illinois,17,2024-04-13,186,flu
Indiana,18,2024-04-13,104,flu
Iowa,19,2024-04-13,63,flu
Kansas,20,2024-04-13,27,flu
Kentucky,21,2024-04-13,67,flu
Louisiana,22,2024-04-13,30,flu
Maine,23,2024-04-13,15,flu
Maryland,24,2024-04-13,55,flu
Massachusetts,25,2024-04-13,168,flu
Michigan,26,2024-04-13,297,flu
Minnesota,27,2024-04-13,79,flu
Mississippi,28,2024-04-13,38,flu
Missouri,29,2024-04-13,108,flu
Montana,30,2024-04-13,9,flu
Nebraska,31,2024-04-13,46,flu
Nevada,32,2024-04-13,24,flu
New Hampshire,33,2024-04-13,14,flu
New Jersey,34,2024-04-13,130,flu
New Mexico,35,2024-04-13,19,flu
New York,36,2024-04-13,366,flu
North Carolina,37,2024-04-13,55,flu
North Dakota,38,2024-04-13,17,flu
Ohio,39,2024-04-13,191,flu
Oklahoma,40,2024-04-13,36,flu
Oregon,41,2024-04-13,33,flu
Pennsylvania,42,2024-04-13,199,flu
Puerto Rico,72,2024-04-13,43,flu
Rhode Island,44,2024-04-13,14,flu
South Carolina,45,2024-04-13,64,flu
South Dakota,46,2024-04-13,14,flu
Tennessee,47,2024-04-13,77,flu
Texas,48,2024-04-13,208,flu
US,NA,2024-04-13,3957,flu
Utah,49,2024-04-13,1,flu
Vermont,50,2024-04-13,16,flu
Virginia,51,2024-04-13,110,flu
Washington,53,2024-04-13,42,flu
West Virginia,54,2024-04-13,22,flu
Wisconsin,55,2024-04-13,77,flu
Wyoming,56,2024-04-13,6,flu
Alabama,1,2024-04-20,18,flu
Alaska,2,2024-04-20,2,flu
Arizona,4,2024-04-20,81,flu
Arkansas,5,2024-04-20,30,flu
California,6,2024-04-20,154,flu
Colorado,8,2024-04-20,26,flu
Connecticut,9,2024-04-20,57,flu
Delaware,10,2024-04-20,8,flu
District of Columbia,11,2024-04-20,14,flu
Florida,12,2024-04-20,243,flu
Georgia,13,2024-04-20,37,flu
Hawaii,15,2024-04-20,5,flu
Idaho,16,2024-04-20,15,flu
Illinois,17,2024-04-20,122,flu
Indiana,18,2024-04-20,55,flu
Iowa,19,2024-04-20,53,flu
Kansas,20,2024-04-20,44,flu
Kentucky,21,2024-04-20,47,flu
Louisiana,22,2024-04-20,25,flu
Maine,23,2024-04-20,16,flu
Maryland,24,2024-04-20,38,flu
Massachusetts,25,2024-04-20,127,flu
Michigan,26,2024-04-20,156,flu
